activity_id,lead_id,booking_id,activity_date,representative_name,representative_role,activity_type,activity_result,notes,duration_minutes
act_25a173197326,lead_cdef0273842d,,2026-06-22T16:41:46,Alex Morgan,Setter,Email,Follow Up Required,Corrupti sint qui magni optio eos natus ab iste tempore omnis asperiores.,8
act_70357d078c5e,lead_cdef0273842d,,2026-07-09T00:41:46,Alex Morgan,Setter,WhatsApp,Connected,Nisi ipsam eos voluptates nostrum cumque.,4
act_5853ae1d99c6,lead_eff881a7d854,,2026-05-18T07:37:29,Taylor Brooks,Setter,Call,Connected,Dolorum fugit ea commodi magnam incidunt magni vero iusto quod voluptas sint debitis.,4
act_a68c7b1c2394,lead_eff881a7d854,,2026-04-30T01:37:29,Taylor Brooks,Setter,WhatsApp,No Answer,Nihil a officia iusto nemo at quisquam repudiandae quia dolorem perspiciatis expedita.,11
act_0da5e241ecd1,lead_eff881a7d854,,2026-05-14T23:37:29,Taylor Brooks,Setter,Email,Interested,Expedita blanditiis corporis quo enim ullam eius quaerat iusto ad.,2
act_a141006b4419,lead_eff881a7d854,,2026-05-02T17:37:29,Taylor Brooks,Setter,WhatsApp,Interested,Impedit officiis architecto quasi nihil nostrum.,4
act_7422041825ef,lead_eff881a7d854,,2026-05-07T05:37:29,Taylor Brooks,Setter,Call,Follow Up Required,Dolores ut molestiae quos totam sequi nulla quia distinctio.,5
act_37672f057df2,lead_eff881a7d854,,2026-05-19T07:37:29,Taylor Brooks,Setter,Email,No Answer,Culpa cum odio recusandae delectus est corrupti.,12
act_90c155646202,lead_eff881a7d854,book_2d98210d7a37,2026-05-09T19:37:29,Riley Carter,Closer,Consultation,Follow Up Required,Aspernatur ducimus quisquam voluptate magnam dolor iure voluptas amet animi sequi ipsam.,57
act_dd9fd73958a1,lead_eff881a7d854,book_2d98210d7a37,2026-05-18T20:37:29,Riley Carter,Closer,Follow Up,Follow Up Required,Fuga officia accusantium illo consectetur pariatur delectus illo ut quae sit soluta dicta.,17
act_f7dd3c0b6cb9,lead_147db98837bb,,2026-02-03T00:44:53,Alex Morgan,Setter,SMS,Interested,Ex corrupti vero libero minima ducimus laudantium laboriosam numquam ratione sed.,5
act_240d475eda9f,lead_147db98837bb,,2026-02-07T14:44:53,Alex Morgan,Setter,SMS,No Answer,Ipsam unde libero optio cum voluptas deleniti nihil ipsa.,5
act_0a2f0dd402a3,lead_147db98837bb,,2026-01-31T05:44:53,Alex Morgan,Setter,WhatsApp,No Answer,Harum rem repellat error eius autem perspiciatis nesciunt.,6
act_385e28b1eebe,lead_147db98837bb,,2026-02-01T00:44:53,Alex Morgan,Setter,Email,No Answer,Voluptatem totam iste quaerat necessitatibus minima id corporis.,9
act_021dacff1987,lead_147db98837bb,book_f0941ab63213,2026-02-03T08:44:53,Riley Carter,Closer,Consultation,Follow Up Required,Accusantium in ullam autem nobis neque cumque unde ipsum reiciendis rerum voluptatibus vero.,54
act_8a7d84dc11b8,lead_147db98837bb,book_f0941ab63213,2026-01-22T00:44:53,Riley Carter,Closer,Follow Up,No Answer,Odit quasi deserunt dignissimos voluptate ipsum velit dolorem recusandae distinctio.,25
act_f9c963e5a5a2,lead_33578f0f1a8e,,2026-03-03T07:04:45,Jordan Lee,Setter,SMS,Follow Up Required,Repellendus eveniet fugit aperiam rerum quibusdam similique fugit occaecati.,5
act_2e8e5dc48f28,lead_33578f0f1a8e,,2026-03-13T03:04:45,Jordan Lee,Setter,Email,No Answer,Beatae accusantium accusantium aliquam libero incidunt optio.,8
act_cab6b4d9b6fd,lead_33578f0f1a8e,,2026-03-02T11:04:45,Jordan Lee,Setter,SMS,Connected,Explicabo repellendus maxime totam sit iure quisquam expedita odio velit dolorem tempore amet.,6
act_6044627fcfc0,lead_731a9ac9352c,,2026-04-19T20:22:36,Alex Morgan,Setter,Email,Connected,Deserunt nostrum a tempore suscipit rerum fugit nisi cupiditate nam odio.,7
act_27af52c757b8,lead_731a9ac9352c,,2026-04-21T07:22:36,Alex Morgan,Setter,Email,Follow Up Required,Quae unde libero perferendis recusandae quo debitis tenetur.,1
act_9347d8e537da,lead_731a9ac9352c,,2026-04-27T19:22:36,Alex Morgan,Setter,SMS,Interested,Labore deserunt asperiores sunt cum ea recusandae molestiae consequatur omnis ipsam ipsum deserunt.,5
act_82f10150e01a,lead_731a9ac9352c,,2026-04-17T05:22:36,Alex Morgan,Setter,Email,Connected,Est officiis dolorum non repellat reiciendis nisi.,3
act_96a1de4457e3,lead_44a6819d0e33,,2026-01-24T06:27:33,Alex Morgan,Setter,Call,Interested,Fugiat earum voluptas nemo voluptas quis fugit odio pariatur mollitia ab nemo ut.,8
act_a982726987ec,lead_44a6819d0e33,,2026-01-20T14:27:33,Alex Morgan,Setter,SMS,Connected,Quisquam ipsum optio sapiente ipsum unde pariatur.,7
act_e6c21a180776,lead_44a6819d0e33,,2026-01-23T12:27:33,Alex Morgan,Setter,Email,No Answer,Minus ab ipsam eum autem molestiae expedita officia blanditiis adipisci deleniti.,1
act_b98efa9bc746,lead_44a6819d0e33,,2026-01-14T10:27:33,Alex Morgan,Setter,Call,Interested,Ipsa consectetur accusantium explicabo autem eius quia impedit veritatis aspernatur illum illo.,9
act_b47d15055c91,lead_44a6819d0e33,book_c4345aa9c63a,2026-01-25T09:27:33,Riley Carter,Closer,Follow Up,Qualified,Placeat recusandae voluptas quam amet earum earum a aspernatur voluptates hic.,32
act_e2c2bd130c1b,lead_44a6819d0e33,book_c4345aa9c63a,2026-01-25T01:27:33,Riley Carter,Closer,Follow Up,Qualified,Exercitationem fugiat esse fuga sapiente sapiente saepe hic quia sunt.,32
act_54a28eacbe31,lead_cbef8a895f8f,,2026-06-11T18:23:11,Jordan Lee,Setter,Email,No Answer,Nihil labore voluptate assumenda animi a maxime.,1
act_8609384510b6,lead_cbef8a895f8f,,2026-06-05T08:23:11,Jordan Lee,Setter,SMS,Follow Up Required,Accusantium quibusdam quas dolores amet quos tempora incidunt praesentium blanditiis praesentium odio sint.,2
act_9229d07a6ef0,lead_cbef8a895f8f,book_e188165a1359,2026-05-31T11:23:11,Riley Carter,Closer,Consultation,Qualified,Saepe veritatis ex sed tempore dolor saepe.,46
act_caf9382e126f,lead_cbef8a895f8f,book_e188165a1359,2026-05-29T16:23:11,Riley Carter,Closer,Follow Up,Qualified,Eum quod soluta cumque nisi veritatis.,44
act_331c2f3e79ee,lead_dc54db5f06f5,,2026-07-01T06:34:26,Jordan Lee,Setter,Email,Connected,Architecto tempora in neque aperiam nemo officiis beatae sint laboriosam similique amet.,1
act_325da61e0934,lead_dc54db5f06f5,,2026-06-23T06:34:26,Jordan Lee,Setter,WhatsApp,Follow Up Required,Commodi nobis dolore sed itaque ex animi blanditiis itaque saepe odit.,9
act_3f9f25734390,lead_dc54db5f06f5,,2026-07-10T05:34:26,Jordan Lee,Setter,WhatsApp,Interested,Ipsam inventore dicta nisi voluptatem impedit adipisci ut harum aliquid itaque nulla.,7
act_e76ff69cf501,lead_e40ab7b3d387,,2026-01-28T13:56:21,Alex Morgan,Setter,WhatsApp,Follow Up Required,Sint corrupti sint maiores accusantium pariatur.,11
act_fabf7fd91268,lead_e40ab7b3d387,,2026-02-03T08:56:21,Alex Morgan,Setter,WhatsApp,Connected,Molestiae est iusto sed molestiae temporibus corrupti quod iste numquam voluptates qui.,9
act_6f23dbe6bda0,lead_e40ab7b3d387,,2026-02-08T19:56:21,Alex Morgan,Setter,Call,Interested,Placeat voluptatum ipsum ducimus magnam vel doloremque sit velit necessitatibus ipsam tempore.,5
act_3dbb81c6b10c,lead_cf3d43502aae,,2026-05-11T19:08:05,Taylor Brooks,Setter,Email,No Answer,Laborum ex voluptates accusamus repellat deserunt quis velit harum.,3
act_609f3cc71759,lead_6ab88219fc45,,2026-07-12T02:22:19,Alex Morgan,Setter,WhatsApp,Connected,Quas assumenda saepe fugit quisquam maxime architecto.,2
act_5c8eefab80a9,lead_6ab88219fc45,,2026-07-06T22:22:19,Alex Morgan,Setter,Call,Interested,Modi temporibus delectus eos rerum est.,1
act_75139def52f1,lead_6ab88219fc45,,2026-06-30T05:22:19,Alex Morgan,Setter,WhatsApp,Follow Up Required,Odit rerum repellat blanditiis dolores aspernatur recusandae animi eius odit optio quos optio.,5
act_5388e4a1f1c3,lead_6ab88219fc45,,2026-07-08T13:22:19,Alex Morgan,Setter,SMS,Interested,Temporibus illum doloremque voluptatem assumenda dolore sunt rerum aperiam autem.,7
act_a73d580f2a6d,lead_cf867fdd6e88,,2026-07-04T09:25:23,Jordan Lee,Setter,Email,No Answer,Quae fugit neque ad eius ipsam.,12
act_b2e5f58d301c,lead_3b4f1d492049,,2026-03-13T08:24:17,Alex Morgan,Setter,WhatsApp,Interested,Esse quasi eligendi ea quo placeat.,7
act_c157c498bbba,lead_3b4f1d492049,,2026-02-22T09:24:17,Alex Morgan,Setter,SMS,Connected,Aperiam atque quis nulla tenetur libero natus at sint numquam asperiores voluptate.,7
act_48249412a4e8,lead_3b4f1d492049,book_c03dfff2cb21,2026-02-26T08:24:17,Casey Bennett,Closer,Call,Qualified,Inventore sapiente nisi accusantium magnam voluptatibus vero amet.,1
act_5f57e5937a5f,lead_3b4f1d492049,book_c03dfff2cb21,2026-03-10T17:24:17,Casey Bennett,Closer,Call,Qualified,Repudiandae minima tempora rerum est aspernatur tempore incidunt quam atque labore.,2
act_3c4697573cc8,lead_a996de0764f8,,2026-02-28T21:36:58,Jordan Lee,Setter,SMS,Connected,Placeat saepe eius voluptas illum sint amet voluptas exercitationem maxime voluptatem.,3
act_de000e43140e,lead_a996de0764f8,,2026-03-04T03:36:58,Jordan Lee,Setter,WhatsApp,Follow Up Required,Corrupti voluptatum accusamus numquam laboriosam quae nihil praesentium praesentium debitis voluptatum alias animi.,8
act_bbeec998c34c,lead_a996de0764f8,,2026-02-26T07:36:58,Jordan Lee,Setter,Email,No Answer,Facilis quia maxime impedit ipsum nihil non.,1
act_59b998a5dd38,lead_a996de0764f8,,2026-02-20T05:36:58,Jordan Lee,Setter,WhatsApp,Follow Up Required,Quo placeat nostrum odio iusto eaque vero nostrum.,4
act_7432979f165d,lead_a996de0764f8,,2026-02-21T11:36:58,Jordan Lee,Setter,Email,No Answer,Vitae expedita magni distinctio voluptatum asperiores nemo assumenda consequatur similique illo distinctio ut.,8
act_2ab0c61860a7,lead_a996de0764f8,book_92eaa17acbab,2026-02-19T16:36:58,Casey Bennett,Closer,Consultation,Qualified,Voluptatem ipsam quibusdam possimus labore minus neque.,58
act_142116ac1fdb,lead_a996de0764f8,book_92eaa17acbab,2026-02-13T17:36:58,Casey Bennett,Closer,Follow Up,Qualified,In cupiditate nulla quia qui eaque possimus ducimus.,35
act_09aa74f13299,lead_ff59f9334c61,,2026-02-25T11:53:56,Jordan Lee,Setter,Call,Interested,At minima a blanditiis officia excepturi illo eius.,3
act_dbf047700a8d,lead_ff59f9334c61,,2026-02-28T02:53:56,Jordan Lee,Setter,SMS,No Answer,Perferendis fuga voluptate distinctio molestias tempora voluptatem.,8
act_54c55912a9e3,lead_ff59f9334c61,,2026-02-27T02:53:56,Jordan Lee,Setter,Call,Interested,Culpa vel iusto accusamus quidem non doloribus iure tempore.,9
act_8583e21a5fcc,lead_efdb1b86509e,,2026-06-14T17:57:48,Taylor Brooks,Setter,Call,Follow Up Required,Corrupti voluptatem dolore eius dolorum corporis qui necessitatibus reiciendis laboriosam.,12
act_b1e3bc859991,lead_efdb1b86509e,,2026-06-08T20:57:48,Taylor Brooks,Setter,WhatsApp,No Answer,Suscipit eveniet ipsa mollitia laudantium suscipit fugiat accusamus quae sequi eveniet eveniet minima.,7
act_e2e95c75e0e8,lead_efdb1b86509e,,2026-06-18T01:57:48,Taylor Brooks,Setter,SMS,Connected,Quos cupiditate tempora aliquam similique molestiae maxime deleniti quasi.,1
act_e5cd434dcf77,lead_efdb1b86509e,,2026-06-16T10:57:48,Taylor Brooks,Setter,Call,Follow Up Required,Ipsam debitis deleniti quasi iste quisquam soluta culpa odit sit veritatis quam.,3
act_e499d8b78896,lead_2b32093e7f0c,,2026-01-23T15:37:40,Jordan Lee,Setter,WhatsApp,Connected,Accusantium aperiam explicabo consequatur perspiciatis in quidem vel optio voluptas.,10
act_187ff9d08b4d,lead_24e21632acc2,,2026-01-18T22:17:29,Jordan Lee,Setter,Call,Connected,Fuga accusantium assumenda dicta consequatur velit quibusdam voluptates dolor error atque.,2
act_3d74de0b3c95,lead_24e21632acc2,,2026-01-23T10:17:29,Jordan Lee,Setter,SMS,Follow Up Required,Vel ipsam unde quidem sed molestias possimus in quasi.,6
act_6dcdd55a8357,lead_397e4fe031af,,2026-04-30T16:08:16,Taylor Brooks,Setter,SMS,Follow Up Required,Dolores ipsam nihil modi ab adipisci repellat.,8
act_6ca7592bbe40,lead_397e4fe031af,,2026-05-16T07:08:16,Taylor Brooks,Setter,Call,Follow Up Required,Dolorum delectus vel mollitia voluptatum reiciendis provident omnis quod voluptates.,5
act_2a605cd6dc16,lead_0d882c67e9a2,,2026-04-08T05:10:31,Taylor Brooks,Setter,SMS,Follow Up Required,Hic repudiandae iste quibusdam sapiente quis laborum quis earum enim beatae numquam unde.,5
act_9d6856f25ae5,lead_0d882c67e9a2,,2026-03-31T02:10:31,Taylor Brooks,Setter,SMS,No Answer,Vel corrupti molestiae soluta dignissimos eligendi illum.,12
act_4cf02ea585d0,lead_0d882c67e9a2,,2026-04-10T02:10:31,Taylor Brooks,Setter,SMS,No Answer,Perspiciatis reiciendis consectetur natus quasi commodi maxime ipsum nam.,4
act_1f5e0c919d7c,lead_212f339079fc,,2026-03-15T03:23:42,Taylor Brooks,Setter,Email,No Answer,Aliquid quas necessitatibus reiciendis dicta nisi excepturi alias fugit sed.,5
act_161c9786cac5,lead_212f339079fc,,2026-03-22T08:23:42,Taylor Brooks,Setter,Email,Follow Up Required,Maxime corrupti consequuntur fugit voluptate maiores quas accusamus.,1
act_9dcd4816cca8,lead_212f339079fc,,2026-03-14T02:23:42,Taylor Brooks,Setter,WhatsApp,Connected,Laborum fuga libero reiciendis quibusdam doloribus officiis odio.,10
act_e10f59dc7c82,lead_a8ab9ce9dff6,,2026-05-20T20:17:52,Taylor Brooks,Setter,WhatsApp,Connected,Fugiat ex veritatis quidem totam et alias neque nostrum asperiores.,6
act_59fad08a48e1,lead_a8ab9ce9dff6,,2026-05-26T14:17:52,Taylor Brooks,Setter,Email,Connected,Eum molestias molestias nesciunt recusandae a vitae molestias.,4
act_a2216510e308,lead_a8ab9ce9dff6,,2026-06-07T02:17:52,Taylor Brooks,Setter,Email,Connected,Quis maxime fugit adipisci architecto sunt a aut nisi cupiditate vero provident.,1
act_4457f30a37bc,lead_7c99cc59aa4a,,2026-03-14T21:51:11,Jordan Lee,Setter,Call,Follow Up Required,Doloribus voluptate maiores magni ex nam.,9
act_4d85ca55e4e4,lead_7c99cc59aa4a,,2026-03-09T11:51:11,Jordan Lee,Setter,Call,Follow Up Required,Enim quos earum rem laborum quod saepe cupiditate similique quae laudantium libero.,9
act_efc0c742766f,lead_40d03d6cd009,,2026-05-14T05:30:26,Taylor Brooks,Setter,WhatsApp,Follow Up Required,Distinctio nam veritatis quod asperiores nesciunt placeat magnam reiciendis doloremque tempora.,5
act_a94de0fb56a7,lead_4a6dfb2ee4c4,,2026-04-13T08:25:26,Jordan Lee,Setter,Call,Interested,Aliquid nihil iusto voluptas eveniet quo maiores ratione debitis.,11
act_c4f53611d237,lead_4a6dfb2ee4c4,,2026-04-02T14:25:26,Jordan Lee,Setter,Call,No Answer,Commodi quis adipisci repellat sed iusto iure nisi quae possimus dolorem commodi vitae.,11
act_d3fb9e986493,lead_5e3fc61c7c0a,,2026-04-17T07:14:36,Taylor Brooks,Setter,SMS,No Answer,Nulla ipsam harum dolor consectetur distinctio consequatur laudantium beatae ratione.,1
act_96fe098f6f46,lead_5e3fc61c7c0a,,2026-04-26T19:14:36,Taylor Brooks,Setter,SMS,Follow Up Required,Est praesentium sit laudantium et molestias.,1
act_8836b988d403,lead_5e3fc61c7c0a,,2026-04-11T10:14:36,Taylor Brooks,Setter,Call,Follow Up Required,Sit modi nostrum cumque impedit ad ea.,10
act_c0bb69e3169d,lead_df97e6b1f955,,2026-04-12T00:10:49,Jordan Lee,Setter,WhatsApp,Interested,Exercitationem sint cumque id mollitia necessitatibus ab exercitationem atque aliquam.,8
act_be6196b2aea8,lead_df97e6b1f955,,2026-04-11T18:10:49,Jordan Lee,Setter,Call,Connected,Itaque omnis debitis eum dolorem sint.,9
act_9b45ca94b58e,lead_75f638096952,,2026-05-15T01:27:18,Alex Morgan,Setter,Call,Follow Up Required,Culpa molestiae accusantium dolor ipsum adipisci adipisci natus.,7
act_1b85807f11e2,lead_5356a0e0393d,,2026-04-15T00:17:45,Alex Morgan,Setter,SMS,Follow Up Required,Suscipit at nisi a sint quidem harum harum sint doloremque illo vel libero.,3
act_db6f15842939,lead_5356a0e0393d,,2026-04-21T06:17:45,Alex Morgan,Setter,Email,Interested,Culpa odio eligendi aliquid quae veritatis ab quasi tempore porro suscipit expedita.,9
act_f280b921a351,lead_f704ef909c90,,2026-05-30T06:44:04,Alex Morgan,Setter,Call,No Answer,Vero facere beatae illo deleniti consequatur voluptate alias sapiente.,3
act_19f5bf022ed0,lead_f704ef909c90,,2026-06-03T04:44:04,Alex Morgan,Setter,Email,Connected,Earum vel laborum alias tempora pariatur repellat veniam aut dolore commodi nihil ipsam.,11
act_d13889062bb7,lead_f704ef909c90,,2026-05-22T09:44:04,Alex Morgan,Setter,WhatsApp,Interested,Sint vel rerum repudiandae corrupti voluptate.,2
act_95d63f8d1f9a,lead_ab3d548bb378,,2026-07-13T08:05:46,Alex Morgan,Setter,Call,Follow Up Required,Est odit dicta necessitatibus perspiciatis impedit dolores natus dolore fugit optio maxime.,10
act_b3af19f9cbb4,lead_ab3d548bb378,,2026-07-11T16:05:46,Alex Morgan,Setter,Call,Follow Up Required,Laboriosam dicta non nihil sit accusantium accusamus recusandae error hic.,2
act_f5d637de27cf,lead_ab3d548bb378,,2026-07-02T00:05:46,Alex Morgan,Setter,SMS,Follow Up Required,Laborum aliquam quae inventore dolores commodi hic a rerum accusantium.,7
act_03881e565d08,lead_ab3d548bb378,,2026-07-05T06:05:46,Alex Morgan,Setter,SMS,No Answer,Ducimus odio voluptates sint facere quaerat quas veritatis harum quia odit animi magnam.,1
act_677169062133,lead_fe3f00fa32bb,,2026-01-24T02:02:04,Alex Morgan,Setter,Call,Connected,Accusantium distinctio a fugiat expedita nobis molestias nobis illo accusamus nisi sed quisquam.,2
act_0fad774a572f,lead_fe3f00fa32bb,,2026-01-24T08:02:04,Alex Morgan,Setter,WhatsApp,No Answer,Itaque exercitationem ullam quia unde harum.,3
act_9decd3a256c2,lead_d2eb33e2d667,,2026-05-16T15:08:15,Taylor Brooks,Setter,SMS,Interested,Labore explicabo accusantium illo suscipit officia optio perferendis tenetur occaecati eligendi.,5
act_6061d84ecaff,lead_d2eb33e2d667,,2026-05-27T19:08:15,Taylor Brooks,Setter,SMS,Interested,Quasi perferendis exercitationem modi quia odio rerum odit.,10
act_ca12e7064339,lead_d2eb33e2d667,,2026-05-24T08:08:15,Taylor Brooks,Setter,WhatsApp,Connected,Ab suscipit ducimus voluptas nam laborum suscipit repudiandae.,5
act_996c3156607e,lead_d2eb33e2d667,,2026-05-29T20:08:15,Taylor Brooks,Setter,Email,Follow Up Required,Quos excepturi eligendi fugiat eos dolorum quos quam quae quia.,1
act_f190197cd99a,lead_e78194497c3a,,2026-05-15T16:10:00,Taylor Brooks,Setter,SMS,No Answer,Placeat neque ipsa eos dolor sint facilis.,12
act_44114756caee,lead_8b81d3a73b57,,2026-04-01T21:28:37,Taylor Brooks,Setter,SMS,Interested,Explicabo vero vero amet occaecati tempore voluptatem quaerat expedita iusto.,11
act_12f7cc864436,lead_8b81d3a73b57,,2026-04-07T02:28:37,Taylor Brooks,Setter,Email,Connected,Incidunt totam consequatur ipsum consequuntur ducimus impedit at veritatis nostrum.,10
act_748a7cbb7e1a,lead_8b81d3a73b57,,2026-04-18T04:28:37,Taylor Brooks,Setter,Call,No Answer,Maxime cum eum officia blanditiis quae pariatur ipsam corrupti dicta ab eos laudantium.,3
act_b44c1e607382,lead_1100bbc95cf4,,2026-05-08T00:51:33,Alex Morgan,Setter,WhatsApp,Interested,Accusamus cupiditate cumque eum totam optio aspernatur ducimus at in voluptatibus.,1
act_62552f821ad9,lead_1100bbc95cf4,,2026-05-14T20:51:33,Alex Morgan,Setter,SMS,Interested,Adipisci nemo error architecto fuga perspiciatis atque dolorum voluptate nostrum expedita molestias.,8
act_c252dce6ae0f,lead_1100bbc95cf4,book_3f6d5e5fc9cc,2026-05-16T13:51:33,Riley Carter,Closer,Consultation,Follow Up Required,Cum beatae deleniti dignissimos quidem nostrum illo occaecati aut quis vero suscipit molestiae.,43
act_e99f8855540f,lead_1100bbc95cf4,book_3f6d5e5fc9cc,2026-05-10T17:51:33,Riley Carter,Closer,Follow Up,No Answer,Incidunt optio explicabo veritatis consequatur aperiam sapiente fugit harum quam saepe voluptatum fugiat.,35
act_af5ca69eed7f,lead_5a1438391211,,2026-03-14T18:09:46,Alex Morgan,Setter,Email,No Answer,Nam explicabo cumque tempore nam ullam animi perspiciatis officiis voluptatum velit.,6
act_4661b7ef3e2e,lead_5a1438391211,,2026-03-12T16:09:46,Alex Morgan,Setter,SMS,Follow Up Required,Recusandae repudiandae nemo natus explicabo sunt sunt neque cupiditate.,9
act_d91f9e760ec8,lead_2be4d1da3a6b,,2026-06-01T09:02:25,Alex Morgan,Setter,WhatsApp,Interested,Blanditiis corporis exercitationem ex rerum dolorum minus similique eum ex accusamus.,5
act_ed8f104b6346,lead_ca7b9ecda0fc,,2026-04-10T09:38:54,Jordan Lee,Setter,Call,Connected,Vel perferendis quam quis excepturi natus modi vitae.,7
act_8023d5a3a8d4,lead_ca7b9ecda0fc,,2026-03-25T06:38:54,Jordan Lee,Setter,Email,Connected,Recusandae minus quod delectus sequi repellat quo sunt sed excepturi accusamus inventore dolor.,6
